,run,n,spread-type,simple-spread-chance,graph-type,ba-m,organizing-capacity,organizing-strategy,repetition,data,dtw,rsme,total_error,corr_coef
12,12,300,simple,0.01,barabasi-albert,3,1,neighbors-of-neighbors,2,"[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.
 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 1.
 0. 1. 0. 0. 0. 0. 2. 0. 1. 1. 0. 0. 1. 1. 0. 1. 1. 0. 1. 0. 0. 0. 1. 1.
 0. 0. 1. 0. 1. 0. 0. 2. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 2. 0. 1. 0. 0. 0.
 0. 1. 0. 0. 0. 2. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 2. 0. 3. 0. 0. 0.
 0. 1. 3. 1. 0. 0. 1. 1. 4. 0. 3. 0. 0. 0. 1. 1. 1. 0. 1. 0. 2. 1. 1. 0.
 3. 0. 0. 1. 0. 0. 2. 0. 1. 1. 0. 0. 1. 0. 0. 1. 0. 1. 2. 0. 1. 1. 1. 2.
 1. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 2. 1. 1. 0. 1. 0. 0. 1. 0. 0.
 0. 2. 0. 1. 1. 1. 1. 0. 1. 0. 0. 0. 2. 1. 0. 0. 2. 0. 2. 1. 0. 1. 0. 0.
 0. 2. 1. 0. 1. 0. 0. 2. 1. 1. 0. 2. 1. 1. 0. 1. 1. 1. 1. 0. 1. 0. 0. 0.
 0. 0. 0. 0. 2. 0. 1. 0. 0. 0. 1. 2. 0. 0. 2. 2. 1. 2. 0. 0. 0. 0. 1. 1.
 2. 1. 1. 0. 0. 3. 0. 0. 3. 2. 1. 0.]",17910.505318388296,153.1140350877193,0.14120999348079502,
13,13,300,simple,0.01,barabasi-albert,3,1,neighbors-of-neighbors,2,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.
 2. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0.
 1. 0. 0. 0. 2. 2. 0. 0. 1. 1. 0. 1. 0. 0. 2. 0. 0. 0. 1. 0. 0. 0. 0. 1.
 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 2. 0. 1. 2. 1. 1. 2. 0. 0. 1. 2. 0. 1. 0.
 0. 2. 0. 0. 2. 2. 0. 0. 1. 0. 0. 0. 0. 1. 1. 2. 2. 0. 1. 1. 1. 1. 0. 2.
 0. 1. 2. 0. 1. 0. 1. 1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 2. 1. 0. 0.
 1. 0. 0. 1. 1. 0. 1. 1. 0. 0. 0. 0. 1. 0. 0. 1. 2. 0. 0. 0. 1. 1. 0. 2.
 1. 0. 0. 0. 1. 0. 3. 0. 1. 1. 1. 0. 0. 0. 0. 1. 0. 1. 0. 1. 1. 1. 0. 0.
 0. 1. 0. 1. 0. 1. 1. 0. 0. 1. 1. 3.]",17899.76946829535,155.53508771929825,0.0013614718970803331,
14,14,300,simple,0.01,barabasi-albert,3,1,neighbors-of-neighbors,2,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 2. 0. 0. 1. 0.
 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 0. 1. 0. 0. 0. 0.
 0. 1. 0. 0. 0. 0. 1. 3. 0. 0. 0. 2. 0. 0. 1. 1. 0. 0. 3. 0. 0. 0. 0. 1.
 0. 1. 1. 1. 0. 1. 1. 3. 1. 0. 1. 0. 0. 1. 1. 1. 0. 1. 2. 0. 0. 1. 1. 2.
 3. 1. 1. 0. 0. 1. 2. 2. 0. 1. 0. 1. 1. 1. 0. 0. 1. 1. 0. 1. 0. 0. 2. 1.
 0. 2. 2. 1. 1. 0. 0. 0. 1. 0. 1. 0. 0. 0. 3. 1. 0. 3. 0. 1. 0. 0. 0. 1.
 0. 0. 2. 0. 1. 0. 1. 2. 0. 0. 0. 1.]",17886.23404264039,156.41228070175438,,
15,15,300,simple,0.01,barabasi-albert,3,1,neighbors-of-neighbors,3,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 1. 3. 0. 1. 0. 0. 1. 1. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 1. 0. 1. 1. 1. 1. 0. 0. 0. 1. 0. 0. 1. 1. 1. 0. 0. 0. 0.
 1. 2. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 2. 0. 1. 1. 1. 1. 1. 0. 1. 2. 1. 0.
 0. 2. 0. 2. 0. 1. 0. 0. 1. 0. 1. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 3.
 1. 1. 0. 0. 1. 2. 2. 0. 0. 2. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 1. 1. 2. 0.
 1. 1. 3. 0. 0. 0. 1. 0. 1. 0. 1. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0.
 0. 0. 1. 0. 0. 2. 0. 0. 1. 0. 4. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 1.
 0. 0. 0. 2. 0. 1. 1. 1. 2. 1. 0. 0.]",17883.893269900393,156.07894736842104,-0.014641719396083247,
16,16,300,simple,0.01,barabasi-albert,3,1,neighbors-of-neighbors,3,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 1. 0. 0. 0. 1. 1.
 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 0. 0. 1. 1. 1. 0.
 0. 1. 1. 1. 1. 1. 2. 0. 1. 1. 1. 0. 1. 1. 0. 1. 3. 2. 2. 1. 2. 2. 3. 0.
 1. 1. 3. 2. 1. 0. 0. 2. 2. 2. 1. 2. 0. 2. 0. 5. 0. 1. 3. 0. 1. 6. 2. 7.
 0. 2. 0. 4. 2. 1. 1. 1. 2. 1. 5. 2. 2. 2. 0. 1. 2. 0. 1. 3. 2. 2. 4. 1.
 4. 0. 1. 3. 2. 3. 0. 2. 1. 1. 0. 2. 3. 2. 4. 1. 2. 0. 0. 2. 3. 1. 1. 0.
 1. 2. 1. 1. 2. 0. 0. 1. 2. 0. 2. 1. 1. 4. 2. 3. 0. 0. 1. 1. 0. 4. 0. 2.
 0. 1. 1. 3. 0. 1. 0. 1. 3. 1. 0. 1. 2. 0. 4. 1. 1. 0. 3. 1. 0. 2. 1. 1.
 1. 1. 2. 0. 1. 2. 0. 2. 1. 4. 2. 0. 3. 2. 1. 2. 0. 1. 0. 2. 0. 1. 3. 0.
 1. 1. 1. 2. 0. 1. 1. 0. 0. 0. 0. 1.]",17928.48508806091,153.640350877193,0.24347562568487402,
17,17,300,simple,0.01,barabasi-albert,3,1,neighbors-of-neighbors,3,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 1. 1. 0. 3. 1. 0. 0. 0. 0. 1. 0. 0. 0. 2. 0. 0. 0. 2. 2. 0.
 0. 1. 0. 1. 0. 1. 0. 0. 1. 1. 0. 0. 1. 0. 1. 0. 1. 0. 2. 0. 0. 1. 0. 0.
 1. 0. 2. 1. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0.
 0. 1. 3. 1. 0. 1. 0. 0. 2. 1. 1. 0. 2. 0. 0. 1. 1. 0. 1. 0. 0. 0. 0. 2.
 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 2. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 0.
 0. 2. 2. 0. 0. 0. 2. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 2. 1. 1. 1.
 0. 2. 0. 0. 0. 2. 0. 0. 0. 0. 1. 0. 1. 2. 0. 0. 1. 2. 0. 0. 0. 1. 0. 0.
 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.
 1. 3. 1. 0. 0. 1. 0. 1. 0. 0. 0. 1. 0. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1.
 0. 1. 1. 0. 0. 1. 1. 0. 0. 0. 0. 1. 0. 1. 1. 0. 0. 1. 1. 2. 0. 0. 1. 0.
 0. 0. 0. 0. 0. 1. 2. 0. 1. 1. 0. 2.]",17908.09936463028,151.1315789473684,0.24605485472360972,
18,18,300,simple,0.01,barabasi-albert,3,1,neighbors-of-neighbors,3,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 3. 0. 0. 0. 0. 0. 0. 0. 1. 0.
 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0.
 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 0. 0. 1. 0. 1. 0. 0. 0. 0. 1. 0. 0.
 0. 0. 2. 1. 0. 1. 0. 0. 1. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.
 0. 0. 1. 0. 1. 1. 2. 4. 0. 0. 0. 2. 1. 0. 0. 1. 1. 0. 0. 0. 1. 0. 0. 0.
 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 1. 1. 1. 1. 0. 2. 1.
 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 2. 1. 1. 1. 0. 2. 0.
 0. 1. 1. 0. 1. 0. 2. 0. 0. 0. 0. 0. 1. 0. 0. 2. 1. 0. 0. 0. 1. 0. 0. 0.
 0. 3. 0. 0. 0. 1. 0. 2. 1. 2. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 2. 0. 0. 0.
 0. 1. 0. 2. 0. 0. 0. 0. 1. 1. 2. 0. 1. 0. 0. 0. 0. 1. 0. 1. 0. 1. 0. 0.
 0. 0. 2. 0. 0. 1. 0. 0. 0. 1. 1. 0. 1. 0. 1. 1. 1. 0. 0. 1. 0. 1. 0. 1.
 2. 0. 1. 2. 0. 0. 1. 1. 1. 0. 0. 0.]",17886.81261454147,154.68421052631578,0.019822710814661575,
19,19,300,simple,0.01,barabasi-albert,3,1,neighbors-of-neighbors,3,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 2. 0. 0. 0.
 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0.
 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 1. 0. 0. 0. 2. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1.
 0. 0. 0. 1. 0. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0.
 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]",17870.21416394489,156.21929824561403,0.021526324467738615,
20,20,300,simple,0.01,barabasi-albert,3,1,neighbors-of-neighbors,4,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0.
 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 1. 1. 0. 1. 1.
 2. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
 0. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1.
 2. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 2. 0. 0. 1. 0. 0. 0. 2. 0. 0. 0. 0. 0.
 1. 1. 1. 2. 0. 0. 0. 2. 0. 2. 1. 2. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1.
 0. 0. 0. 0. 2. 0. 1. 0. 0. 0. 3. 1. 2. 2. 0. 1. 0. 2. 0. 1. 2. 0. 1. 0.
 3. 0. 1. 2. 1. 0. 0. 1. 0. 1. 2. 0. 1. 1. 1. 2. 0. 1. 1. 1. 0. 0. 1. 0.
 1. 0. 2. 4. 0. 0. 2. 1. 1. 0. 1. 1. 2. 1. 0. 1. 3. 2. 0. 0. 0. 0. 0. 1.
 0. 0. 0. 1. 0. 1. 0. 0. 0. 2. 0. 1. 2. 1. 2. 0. 2. 1. 1. 0. 0. 1. 1. 0.
 0. 1. 0. 1. 0. 1. 1. 1. 1. 2. 0. 1. 0. 1. 2. 0. 3. 2. 0. 0. 1. 0. 3. 0.
 2. 0. 0. 1. 0. 2. 1. 0. 0. 4. 2. 1.]",17930.366738135654,155.05263157894737,0.005388600998006483,
21,21,300,simple,0.01,barabasi-albert,3,1,neighbors-of-neighbors,4,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 0.
 1. 1. 1. 1. 0. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 3. 1. 1. 0. 2.
 1. 2. 1. 3. 3. 1. 1. 0. 3. 1. 1. 2. 1. 1. 0. 1. 0. 1. 0. 1. 0. 2. 2. 0.
 0. 0. 1. 2. 1. 1. 0. 1. 0. 3. 1. 0. 1. 0. 2. 1. 1. 0. 2. 2. 2. 2. 1. 0.
 2. 1. 1. 1. 3. 2. 1. 0. 0. 1. 0. 0. 2. 0. 0. 4. 1. 1. 0. 1. 2. 0. 2. 1.
 0. 1. 0. 3. 0. 0. 0. 0. 2. 3. 1. 0.]",17893.156500293477,156.42105263157896,-0.032612329427289186,
22,22,300,simple,0.01,barabasi-albert,3,1,neighbors-of-neighbors,4,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1.
 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 1. 0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 0. 0. 1. 0. 0.
 1. 0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 1.
 1. 1. 2. 1. 1. 1. 3. 0. 0. 0. 0. 1. 1. 0. 0. 0. 2. 0. 0. 1. 1. 1. 2. 0.
 1. 2. 1. 2. 0. 1. 1. 1. 0. 0. 1. 1. 1. 1. 1. 2. 3. 1. 1. 1. 1. 0. 1. 0.
 1. 0. 1. 0. 1. 3. 0. 0. 3. 0. 0. 0. 0. 1. 0. 2. 0. 3. 1. 0. 0. 3. 2. 0.
 1. 0. 0. 0. 2. 2. 2. 0. 0. 1. 0. 0.]",17909.733699098328,156.43859649122808,-0.07062435088482091,
23,23,300,simple,0.01,barabasi-albert,3,1,neighbors-of-neighbors,4,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1.
 0. 0. 2. 0. 2. 1. 0. 1. 1. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 1. 0. 0.
 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 1. 0. 0. 2. 1. 1.
 0. 2. 0. 0. 0. 2. 1. 0. 2. 1. 1. 1. 1. 1. 0. 0. 1. 2. 2. 0. 3. 1. 0. 2.
 2. 2. 3. 1. 1. 0. 0. 0. 0. 2. 3. 0. 0. 0. 0. 2. 1. 1. 2. 2. 0. 1. 2. 0.
 0. 1. 0. 0. 1. 1. 1. 1. 1. 0. 0. 1. 1. 0. 0. 3. 3. 0. 0. 0. 0. 0. 0. 1.
 0. 1. 0. 0. 1. 3. 1. 3. 0. 0. 1. 4. 1. 2. 1. 0. 0. 0. 0. 2. 1. 0. 0. 0.
 1. 0. 1. 2. 0. 0. 3. 0. 0. 1. 2. 1. 2. 2. 0. 0. 1. 2. 0. 0. 0. 0. 0. 1.
 1. 0. 1. 0. 0. 2. 1. 0. 2. 2. 1. 0. 1. 2. 3. 1. 2. 2. 0. 0. 0. 0. 2. 0.
 1. 0. 1. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 1. 1. 0. 0. 1. 1. 1.
 2. 0. 0. 0. 0. 0. 1. 2. 1. 2. 2. 0. 0. 2. 0. 0. 0. 1. 1. 0. 1. 1. 0. 0.
 0. 1. 0. 0. 0. 1. 1. 0. 0. 1. 1. 2. 3. 1. 1. 1. 0. 1. 1. 0. 0. 0. 0. 2.
 1. 0. 0. 0. 1. 0. 0. 0. 2. 1. 2. 2.]",17936.191968562525,146.60526315789474,0.3275433516911286,
24,24,300,simple,0.01,barabasi-albert,3,1,neighbors-of-neighbors,4,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
 0. 1. 0. 0. 1. 1. 0. 0. 1. 1. 0. 1. 0. 1. 2. 1. 1. 0. 2. 0. 2. 3. 1. 1.
 3. 1. 4. 2. 0. 1. 3. 1. 2. 3. 2. 2. 2. 1. 1. 2. 1. 1. 6. 1. 2. 1. 1. 1.
 3. 3. 0. 3. 0. 1. 5. 2. 2. 3. 2. 2. 0. 5. 2. 1. 0. 3. 0. 0. 3. 0. 4. 2.
 1. 4. 4. 1. 1. 0. 2. 1. 2. 0. 1. 1. 0. 1. 1. 0. 1. 3. 2. 3. 2. 3. 2. 1.
 2. 3. 3. 3. 3. 3. 1. 1. 4. 3. 2. 1. 0. 3. 0. 0. 1. 2. 1. 0. 5. 3. 3. 2.
 0. 2. 2. 2. 0. 3. 0. 0. 0. 1. 1. 1. 2. 0. 1. 1. 2. 0. 1. 1. 1. 2. 1. 3.
 1. 5. 2. 1. 4. 1. 1. 0. 0. 0. 1. 1. 0. 2. 0. 4. 1. 1. 1. 1. 1. 1. 1. 1.
 0. 0. 2. 1. 2. 2. 3. 0. 1. 0. 0. 1. 1. 3. 1. 1. 2. 1. 1. 1. 0. 2. 1. 0.
 1. 0. 0. 1. 0. 0. 1. 0. 4. 1. 0. 1. 1. 0. 1. 0. 2. 0. 1. 2. 0. 0. 1. 0.
 0. 1. 1. 0. 2. 0. 1. 2. 1. 2. 0. 0.]",17909.291524890166,145.50877192982455,0.399904853802605,
25,25,300,simple,0.01,barabasi-albert,3,1,high-degree-media,0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1.
 0. 1. 0. 0. 3. 0. 0. 1. 0. 1. 0. 1. 0. 1. 0. 0. 0. 0. 2. 1. 1. 1. 1. 0.
 1. 0. 0. 0. 3. 0. 0. 0. 5. 0. 1. 2. 0. 0. 0. 1. 1. 0. 0. 2. 1. 2. 1. 0.
 0. 0. 1. 0. 2. 0. 0. 1. 1. 2. 0. 1. 2. 0. 0. 2. 0. 1. 0. 0. 0. 3. 1. 0.
 0. 0. 1. 0. 4. 0. 0. 0. 1. 3. 1. 1. 0. 0. 0. 0. 0. 2. 1. 0. 1. 0. 1. 0.
 1. 0. 0. 1. 0. 1. 0. 3. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 1. 1. 0. 0. 0. 1.
 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 3. 0. 0. 2. 0. 2. 1. 0. 1.
 0. 0. 3. 0. 1. 0. 3. 2. 1. 2. 2. 0. 0. 1. 1. 0. 0. 0. 0. 2. 2. 1. 1. 0.
 1. 1. 1. 1. 1. 2. 1. 1. 0. 0. 1. 0. 0. 1. 2. 1. 2. 0. 0. 0. 1. 1. 0. 0.
 0. 2. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]",17862.84910314539,154.1578947368421,0.18252796804127513,
